videoId,channel,authorID,commentID,publishedAt,isReply,cleaned_comment,comment_length,cluster_label,umap_embedding,cluster_topic
HyzGkEV3p2g,NewYorkTimes,1285,3843,11/5/24 10:44,FALSE,good bootlicking by ny for disaster border control for 35 years they controlled border for last 4 months,18,75,"[6.717349529266357, 11.495718002319336, -1.407812476158142, 13.461723327636719, 7.294302463531494]",Immigration
HyzGkEV3p2g,NewYorkTimes,7511,6311,11/5/24 9:29,FALSE,no matter harris will win drop,6,36,"[6.425416469573975, 9.895501136779785, -1.8628594875335693, 12.613935470581055, 9.025288581848145]",Wokeness & Identity Politics
HyzGkEV3p2g,NewYorkTimes,1110,5146,11/5/24 9:12,FALSE,invisible border wall just look at the number of illegals that got in the last 4 years,17,75,"[6.992625713348389, 11.237112045288086, -0.9617722630500793, 13.644734382629395, 6.991966724395752]",Immigration
HyzGkEV3p2g,NewYorkTimes,1821,9453,11/5/24 8:29,FALSE,what dems really really need to improve is communication why are these not mentioned in the mainstream media or the whitehouse news conference they need to make the public aware of their progress otherwise their enemies will do their job,40,43,"[6.827606201171875, 11.221158027648926, -1.5589653253555298, 12.285665512084961, 10.245291709899902]",Democracy
HyzGkEV3p2g,NewYorkTimes,3513,5660,11/5/24 8:21,FALSE,lmfao if them being tough on the border led to the largest waves of illegal mass migration in modern american history that shows how incompetent they are and that voting for harris wont fix the issue,36,72,"[6.503121852874756, 10.546756744384766, -1.6227257251739502, 12.822931289672852, 7.759212970733643]",Immigration
HyzGkEV3p2g,NewYorkTimes,7122,4464,11/5/24 7:47,FALSE,i dont understand why this hasnt been talked about by harris morei knew the work she had done,18,36,"[6.251708030700684, 9.972628593444824, -1.864678978919983, 12.537113189697266, 8.829922676086426]",Wokeness & Identity Politics
HyzGkEV3p2g,NewYorkTimes,6476,7139,11/5/24 7:10,FALSE,so biden harris got it sorted out just in time for the election got it vote trump,17,30,"[6.237247467041016, 10.7157621383667, -1.7066407203674316, 12.798919677734375, 9.000244140625]",Democracy
HyzGkEV3p2g,NewYorkTimes,5404,9462,11/5/24 7:09,FALSE,what a bunch of bs you have to be a moron to be a democrat,15,42,"[7.130742073059082, 11.245816230773926, -0.8484610915184021, 12.055733680725098, 10.522529602050781]",Democracy
HyzGkEV3p2g,NewYorkTimes,1476,3574,11/5/24 7:07,FALSE,everyone in the comments saying this is great journalism do not have the slightest clue about the immigrationborder situation well researched lazy spin lying by omission this video doesnt even begin to scratch the surface,35,25,"[6.246451377868652, 11.106210708618164, -1.5280778408050537, 12.178890228271484, 7.1962571144104]",Immigration
HyzGkEV3p2g,NewYorkTimes,2559,6590,11/5/24 6:57,FALSE,one video of an immigrant doesnt prove anything statistics do you guys will believe anything without truth just because its said by youre side,24,25,"[6.293384552001953, 11.210783004760742, -1.4749393463134766, 12.123650550842285, 7.173691749572754]",Immigration
HyzGkEV3p2g,NewYorkTimes,3052,11017,11/5/24 6:36,FALSE,this is so dumb is it real who made this you do not sat mr buden he is present joe biden and vice president harris,25,30,"[5.962748050689697, 10.794781684875488, -1.6304386854171753, 12.80378246307373, 8.994268417358398]",Democracy
HyzGkEV3p2g,NewYorkTimes,2715,7645,11/5/24 6:34,FALSE,that time during trumps administration when boarder crossing was so low was the time of the start of the covid pandemic when the world was in a lockdown mode,29,59,"[6.467291831970215, 11.250420570373535, -0.4235212206840515, 12.673151016235352, 7.3753533363342285]",Public Health
HyzGkEV3p2g,NewYorkTimes,4208,9828,11/5/24 6:04,FALSE,why it will be never allow to be a lady president in usa where is a human president ladies for human wright,22,11,"[5.886847019195557, 9.543230056762695, -1.0193631649017334, 11.755681991577148, 8.647526741027832]",Democracy
HyzGkEV3p2g,NewYorkTimes,5176,5536,11/5/24 6:01,FALSE,just a bit fg late if you ask me these fact should have been out months ago anyway with any luck the deplorable lying gob of trump will be dispatched to history and peace and a sense of normality will reign across the country,44,51,"[6.762725830078125, 11.180305480957031, -0.3919914662837982, 11.535175323486328, 9.817341804504395]",Democracy
HyzGkEV3p2g,NewYorkTimes,3518,4391,11/5/24 5:57,FALSE,i am glad to see the new york times is a moutpiece for the kamala campaign but the facts are ongoing high migration rates despite claims of progress us border crossings reached record highs in 2023 while there may have been temporary declines following specific policies the overall trend under this administration has been increased migration numbers compared to previous years critics argue that isolated decreases arent reflective of a sustained comprehensive border control strategy especially with fluctuating spikes in migration incomplete diplomatic solutions the narrative suggests that diplomatic agreements with countries like guatemala and mexico have effectively controlled migration however many of these agreements lack enforcement mechanisms that reliably prevent migrant flows to the us migration routes are dynamic with migrants frequently adapting to new barriers the current strategy may slow migration but does not prevent it effectively as migrants continue to circumvent local barriers asylum system bottlenecks and overload the current administrations restrictions on asylum may appear stringent but theyve arguably worsened the asylum systems backlog without meaningful reform migrants often attempt crossing illegally as asylumseeking avenues become blocked overwhelmed or increasingly difficult to navigate instead of securing the border these barriers may simply increase unauthorized entries placing additional strain on the already stretched resources at entry points deterrence messaging issues the biden administrations mixed messaging on immigration may inadvertently encourage migration the administrations public stance on supporting refugees and humane treatment can appear contradictory to strict enforcement efforts leading to confusion and mixed interpretations among migrants some of whom may still see the us as open due to policy rollbacks on deportations and removals reliance on shortterm fixes rather than tackling root causes directly critics argue that the administration relies on temporary solutions like increasing foreign troops at the border or placing shortlived restrictions on asylum these fixes lack sustainability and risk unraveling under future administrations suggesting an absence of longterm bipartisan solutions,316,79,"[6.8239216804504395, 11.586690902709961, -0.7429191470146179, 13.003435134887695, 6.9691877365112305]",Immigration
HyzGkEV3p2g,NewYorkTimes,1476,5071,11/5/24 5:48,FALSE,in order to make a decent argument this guy had to omit a lot of facts the most egregious spin is strategy 3 hes talking about the humanitarian parole expansion chnv he shows you a chart about the drop off of venezuelan migrants slow rollout chnv was fully implemented jan 23 which allowed up to 30000 migrants from the countries of cuba haiti nicaragua and venezuela to be flown into the united states on the dime of the us taxpayer tens of billions of dollars since the expansion the dhs has flown in over 520000 migrants total dhs recently had to shut the program down in june when they noticed that for every 30 migrants there was only 1 sponsor those numbers indicated that there was not only massive fraud but potential human trafficking facilitated by our own us government its garbage cant believe this guy called it creative so in 2023 there was a small drop in encounters at the southern border 27 mil to 23 both record shattering years but total encounters increased to 32 mil air northern border sea on top of the 32 mil chnv flew in 360000 that first year to put this in perspective under the 4 years under trump there were only 195 mil border encounters if you guys want me to debunk the rest of this video let me know got a thread on x that goes into further detail about why this administration has been a disaster on the border,249,40,"[6.8641438484191895, 11.3890380859375, -0.8430118560791016, 12.419135093688965, 6.897584438323975]",Immigration
HyzGkEV3p2g,NewYorkTimes,334,7602,11/5/24 5:01,FALSE,thanks discount johnny harris,4,36,"[6.472562313079834, 9.930954933166504, -1.8556278944015503, 12.651101112365723, 9.047563552856445]",Wokeness & Identity Politics
HyzGkEV3p2g,NewYorkTimes,3369,3142,11/5/24 4:48,FALSE,dems need better messaging,4,43,"[6.797072887420654, 11.323619842529297, -1.7781002521514893, 12.304314613342285, 10.288147926330566]",Democracy
HyzGkEV3p2g,NewYorkTimes,2704,9174,11/5/24 4:39,FALSE,very interesting its amazing how republicans would complain no matter what,11,43,"[7.006918907165527, 11.061617851257324, -1.4567376375198364, 11.92078971862793, 10.231436729431152]",Democracy
HyzGkEV3p2g,NewYorkTimes,1857,148,11/5/24 4:38,FALSE,1306 they let immigrants in on purpose so sad the see that and still believe it was part of a strategy to secure the border,25,74,"[7.138954162597656, 11.789953231811523, -1.1939891576766968, 12.876850128173828, 7.056077480316162]",Immigration
HyzGkEV3p2g,NewYorkTimes,1857,7882,11/5/24 4:35,FALSE,the fact is they let in illegal migrants on purpose therefore broke the law themselves,15,80,"[7.396206378936768, 11.83087158203125, -0.7066035270690918, 13.239876747131348, 6.997694969177246]",Immigration
HyzGkEV3p2g,NewYorkTimes,3838,8899,11/5/24 4:18,FALSE,trump had four years to do something about the border situation and did very little to do anything about it who is he trying to fool,26,76,"[6.7446064949035645, 10.998520851135254, -1.2632845640182495, 13.236035346984863, 7.46075963973999]",Immigration
HyzGkEV3p2g,NewYorkTimes,371,6676,11/5/24 4:00,FALSE,people from 160 different countries have crossed the border this is propaganda,12,80,"[6.906052112579346, 11.540121078491211, -1.0649256706237793, 13.165861129760742, 6.911175727844238]",Immigration
HyzGkEV3p2g,NewYorkTimes,7083,4401,11/5/24 3:46,FALSE,i believe america can and should accommodate all migrants who want to come if china has pver four times more population than america america could certainly accommodate all comers as it did before,33,80,"[7.505771636962891, 11.811521530151367, -0.3832152783870697, 13.312923431396484, 6.969067096710205]",Immigration
HyzGkEV3p2g,NewYorkTimes,1164,5430,11/5/24 3:45,FALSE,its an amnesty bill read it,6,76,"[6.812662601470947, 10.728419303894043, -1.4303730726242065, 13.293700218200684, 7.596538543701172]",Immigration
HyzGkEV3p2g,NewYorkTimes,1164,8054,11/5/24 3:36,FALSE,the root cause of people coming into the united states is simple theyre poor they have no jobs or health insurance,21,80,"[7.583630561828613, 11.617839813232422, -0.4400385320186615, 13.126805305480957, 7.089343070983887]",Immigration
HyzGkEV3p2g,NewYorkTimes,1164,2712,11/5/24 3:34,FALSE,biden said they were allowing 2000 people a day into the united states,13,70,"[6.009586334228516, 11.374712944030762, -1.233595848083496, 13.159993171691895, 7.780507564544678]",Immigration
HyzGkEV3p2g,NewYorkTimes,3844,3866,11/5/24 5:47,TRUE,good ohios population hasnt grown in over 25 years their economy needs legal immigration,14,80,"[7.459219932556152, 11.880188941955566, -0.5409920811653137, 13.389278411865234, 6.919466018676758]",Immigration
HyzGkEV3p2g,NewYorkTimes,612,2728,11/5/24 2:33,FALSE,bidenharris uses research stats science and planning that is why i believe harris will be better than trump,18,30,"[5.961799144744873, 10.599320411682129, -1.7210357189178467, 12.850632667541504, 8.920083045959473]",Democracy
HyzGkEV3p2g,NewYorkTimes,3563,2726,11/5/24 2:30,FALSE,bidenharris are phenomenal leaders they are intellectually levels above trump and his imbeciles as a retired senior level combat vet i believe harris will make an outstanding president with walz as her vp,33,30,"[5.899628162384033, 10.645263671875, -1.6297706365585327, 12.85962200164795, 8.89854621887207]",Democracy
HyzGkEV3p2g,NewYorkTimes,6241,4880,11/5/24 2:14,FALSE,if trump wins it may be because he focused on exposing the weaknesses within the democratic platform on immigration its a shame that informative videos like this one on immigration werent more widely utilized missed opportunity the bidenharris administration could have done more to highlight the progress made in this area uk observer here kamalaharris,55,11,"[5.747489929199219, 9.850190162658691, -1.4069992303848267, 11.7626314163208, 8.341971397399902]",Democracy
HyzGkEV3p2g,NewYorkTimes,2154,4389,11/5/24 1:55,FALSE,i am an anti migration tough on crime conservative i like what biden did i voted kamala because she is still better than trump and it seems i can feel confident in my decision,34,11,"[5.92726993560791, 9.243352890014648, -1.1315979957580566, 12.042731285095215, 8.542490005493164]",Democracy
HyzGkEV3p2g,NewYorkTimes,7688,7222,11/5/24 1:51,FALSE,so who set up housing and busses and health care and money to illegal immigrants,15,80,"[7.628910541534424, 11.62744426727295, -0.4547083079814911, 13.213666915893555, 7.07316255569458]",Immigration
HyzGkEV3p2g,NewYorkTimes,233,9975,11/5/24 1:40,FALSE,wow january 2024 they only had 4 years,8,49,"[6.920162677764893, 9.406782150268555, 0.28348293900489807, 11.001784324645996, 9.675546646118164]",Democracy
HyzGkEV3p2g,NewYorkTimes,5036,2458,11/5/24 1:11,FALSE,as someone who lives in washington state i do agree illegal emigration is important every year illegals come into this state these canadians keep coming in and blend in bringing in purine and illegal maple syrup,36,80,"[7.4655232429504395, 11.757019996643066, -0.5417032241821289, 13.34699821472168, 6.931171894073486]",Immigration
HyzGkEV3p2g,NewYorkTimes,5697,7789,11/5/24 1:05,FALSE,the right crying about immigration and want to build berlin wall 20 me an intellectual and sane person just help mexico get their crap together then less people will be trying to cross because they have stable lives there bam problem solved,42,75,"[6.946837425231934, 11.041464805603027, -0.920778214931488, 13.432411193847656, 7.116369724273682]",Immigration
HyzGkEV3p2g,NewYorkTimes,4273,4607,11/5/24 1:01,FALSE,i met joe hes a good dude clearly doesnt like talking about himself much less the work he and his administration have done thinks hes putting himself on a pedestal by doing that hes a dont like to toot my own horn type of guy without actually saying it of course i just hope his humbleness doesnt cost harris the election the democratic party has always been terrible with messaging but i think joes been the worst at it still got my vote in 2020 and harris got mine recently though the truth is that harris winning is an uphill battle remember that shes only been campaigning for less than 5 months if she wins itd be a miracle and quite embarrassing for trump anyway well just have to wait and see,132,30,"[6.082061767578125, 10.608360290527344, -1.630629301071167, 12.655059814453125, 9.160181045532227]",Democracy
HyzGkEV3p2g,NewYorkTimes,324,3267,11/5/24 0:49,FALSE,dont ignore the fact that thousand of venezuelan migrants walked into our country,13,40,"[6.9024152755737305, 11.542154312133789, -0.6634786128997803, 12.6097993850708, 6.812562942504883]",Immigration
HyzGkEV3p2g,NewYorkTimes,4348,4940,11/5/24 0:23,FALSE,if we are smart and really want to keep our country free we will vote for kamala harris a person who gets the job done without insulting the world cooperation is key to our security and the security of our neighbors i voted harriswalz for integrity and intelligence capability and experience morals and values all things trump does not express i voted blue down ballot for freedom our country and our constitution join me and lets make the future better for all of us,84,11,"[6.080592155456543, 9.363265991210938, -1.1871651411056519, 12.163054466247559, 8.766518592834473]",Democracy
HyzGkEV3p2g,NewYorkTimes,5975,11096,11/5/24 1:04,TRUE,what are you saying you already voted trump but you would have voted harris instead if you had seen this a few months ago,24,37,"[6.399641990661621, 10.242279052734375, -1.7779291868209839, 12.586565971374512, 9.135229110717773]",Democracy
HyzGkEV3p2g,NewYorkTimes,5975,719,11/5/24 10:35,TRUE,nemoyn1sp maybe the video should have been shown months ago but i doubt it would make much of a difference if at all anyway youd still have a lot of registered folks who arent going to vote at all anyway either because they are disgusted with trump but cant bring themselves to vote harrisdemocrat which not voting is basically a vote for trump or they think their vote doesnt count anyway youd still have those who would vote harris anyway or youd still have those people who are going to vote trump no matter what anyway watching a video even if the video is full of verified truths in it is not going to change many if anybodys opinion,119,28,"[5.654037952423096, 10.961947441101074, -1.3121798038482666, 10.417744636535645, 9.880048751831055]",Democracy
HyzGkEV3p2g,NewYorkTimes,3247,11796,11/5/24 0:13,FALSE,bunch of sheep in the comments biden openned the border,10,69,"[6.020914077758789, 11.170350074768066, -1.3368538618087769, 13.287739753723145, 7.455302715301514]",Immigration
HyzGkEV3p2g,NewYorkTimes,839,7842,11/5/24 0:07,FALSE,the border is just like the deficit and economy its always worse under republicans and yet democrats get the blame,20,75,"[6.83400297164917, 11.280735969543457, -1.5694642066955566, 13.250354766845703, 7.452561378479004]",Immigration
HyzGkEV3p2g,NewYorkTimes,4279,10367,11/5/24 0:06,FALSE,youre just explaining the effect of bidenharris policies to bidenharris immigration performance however when compared to previous administrations their performance is still 3x worse than obamas and trumps,28,70,"[6.254875659942627, 11.532065391540527, -1.142765998840332, 13.128971099853516, 7.808867931365967]",Immigration
HyzGkEV3p2g,NewYorkTimes,3247,11798,11/5/24 0:04,FALSE,so boden harris are dixing problem they caused by opening border at day1 border crossings where way lower during trump term this is most platant propaganda i have ever seeing this is misinformation,33,68,"[6.297357559204102, 10.953170776367188, -1.6269710063934326, 12.961568832397461, 7.493405818939209]",Immigration
HyzGkEV3p2g,NewYorkTimes,3247,2710,11/5/24 0:02,FALSE,biden openned border,3,69,"[5.95574426651001, 11.185186386108398, -1.3377676010131836, 13.31595516204834, 7.487034320831299]",Immigration
HyzGkEV3p2g,NewYorkTimes,1644,5488,11/4/24 23:59,FALSE,im no fan of trump and not voting for him but there is tons of video of migrants pouring into breaks in fences when are they saying this crackdown started,30,25,"[6.475860595703125, 11.240618705749512, -1.2795207500457764, 12.523954391479492, 6.962004661560059]",Immigration
HyzGkEV3p2g,NewYorkTimes,1330,3318,11/4/24 23:48,FALSE,easy solution the countries that illegal migrants come from to give america 10 20 of their sovereign land free to america in return america have to set up industry that hired their people to work there they dont need to go to america but america comes to them america makes money for cheap labor costs and free land and resources also america can move their manufacturing from china the immigrants get jobs and social mobility any border closing will happen in their country,83,80,"[7.5992231369018555, 11.69072437286377, -0.43069547414779663, 13.248169898986816, 6.98078727722168]",Immigration
HyzGkEV3p2g,NewYorkTimes,5475,8580,11/4/24 23:44,FALSE,this is the stupidest video on the internet i thought she wasnt the board czar,15,11,"[5.766232967376709, 10.044950485229492, -1.4168918132781982, 11.769927978515625, 8.28860092163086]",Democracy
HyzGkEV3p2g,NewYorkTimes,1375,10122,11/4/24 23:15,FALSE,yes their messaging could have been better but its hard to go against maga that gets to lie with impunity and stir up fear with hateful rhetoric,27,43,"[6.833112716674805, 11.330178260803223, -1.767883062362671, 12.25877571105957, 10.288187026977539]",Democracy
HyzGkEV3p2g,NewYorkTimes,7573,8939,11/4/24 23:13,FALSE,trump is much more vocal than either biden or harris and sometimes that can be all you need to get elected if harris had explained herself properly instead of trying to avoid questions she didnt like this election wouldnt even be close,42,30,"[6.093202590942383, 10.616318702697754, -1.7552540302276611, 12.738967895507812, 9.059298515319824]",Democracy
HyzGkEV3p2g,NewYorkTimes,7797,9675,11/4/24 23:01,FALSE,while i agree that democrats need to get better at messaging can you all tell me how this kinda messaging would defeat trumps antiimmigrant rhetoric policy is not cute and it cant be communicated or understood in a 1 minute soundbite or a 3word slogan as long as republicans are willing to outright lie about bidens efforts theres a slim chance any real progress can be made on the messaging front imo i think thats where honest media comes in the journalists and tv show hosts are the ones who needed to know the facts if they are discussed in this video and they would need to have the fortitude to push back on those lies being told by their guests and guys like pete buttigieg should have been used to push these messages on opposing networks and alternative platforms,140,43,"[6.816616058349609, 11.364070892333984, -1.787041187286377, 12.277303695678711, 10.235188484191895]",Democracy
HyzGkEV3p2g,NewYorkTimes,4069,5873,11/4/24 22:32,FALSE,luckily she has navigated past the immigration issue on to defeating a threat to democracy which is what trump is the times should be ashamed of releasing this video 48 hours before and leaving a negative tag line at the end which appears to be more the political dig than informative,51,11,"[5.7793097496032715, 9.86270809173584, -1.4359925985336304, 11.787863731384277, 8.288008689880371]",Democracy
HyzGkEV3p2g,NewYorkTimes,6724,7868,11/4/24 22:28,FALSE,the difference between legal and illegal immigrants is paperwork we are full i dont care about paperwork i just want them all deported,23,80,"[7.551051139831543, 11.740472793579102, -0.5589727759361267, 13.230250358581543, 6.992528438568115]",Immigration
HyzGkEV3p2g,NewYorkTimes,5615,9524,11/4/24 22:02,FALSE,what does it say of the voters who could tolerate this utterly shallow and gross individual as a candidate for leader of the free world even considering they apparently still believe he is a successful businessman mark burnett and co have a lot to answer for the one benefit is that by contrast the first smart experienced honest and capable woman even of mixed race has a shot at us leadership,71,11,"[5.954573154449463, 9.653556823730469, -1.376787781715393, 12.226941108703613, 8.525148391723633]",Democracy
HyzGkEV3p2g,NewYorkTimes,2844,8850,11/5/24 1:26,TRUE,trump 2024,2,49,"[6.8520002365112305, 9.314970016479492, 0.37389129400253296, 11.180891990661621, 9.672481536865234]",Democracy
HyzGkEV3p2g,NewYorkTimes,2868,894,11/5/24 16:37,TRUE,2844 rump is the worst person for the job,9,5,"[8.102056503295898, 10.596592903137207, -0.11540185660123825, 10.464373588562012, 8.500166893005371]",Democracy
HyzGkEV3p2g,NewYorkTimes,1921,6999,11/4/24 21:43,FALSE,securing the border sounds like a good idea for any sovereign nation,12,75,"[6.826836109161377, 11.360239028930664, -1.3297934532165527, 13.664475440979004, 7.2636799812316895]",Immigration
HyzGkEV3p2g,NewYorkTimes,3816,6544,11/4/24 21:29,FALSE,ok so they let millions of immigrants in before securing it ok,12,74,"[7.1896162033081055, 11.827461242675781, -1.1666710376739502, 13.06533432006836, 7.100856781005859]",Immigration
HyzGkEV3p2g,NewYorkTimes,4370,10699,11/4/24 21:19,FALSE,its still like 4x the number what was going on under trump tho,13,5,"[7.954705238342285, 10.521413803100586, -0.19518998265266418, 10.731379508972168, 8.594964981079102]",Democracy
HyzGkEV3p2g,NewYorkTimes,5159,7621,11/5/24 5:49,TRUE,that is a big problem trump lies about everything and people believe all his lies,15,51,"[6.838503837585449, 11.232303619384766, -0.29373589158058167, 11.627655982971191, 9.909985542297363]",Democracy
HyzGkEV3p2g,NewYorkTimes,3983,6401,11/4/24 21:13,FALSE,not a word about why on earth biden didnt start the asylum changes three years earlier unbelievable its like this guy is a democrat party shill,26,70,"[6.225223064422607, 11.54776668548584, -1.0976085662841797, 13.122556686401367, 7.800256729125977]",Immigration
HyzGkEV3p2g,NewYorkTimes,5988,5004,11/4/24 21:09,FALSE,im all about border security but what people dont realize its the impact that deporting 20 million inmigrants could have on the economy just look around you and think of who are the people doing your trees maintance construction jobs roofing agricultural work now imagine that half of those people are illegal inmigrants and they get deported who is gonna replace them we have a labor deficit as it stands and deporting is not gonna help but make it worse not to mention that if legal american people had to do those jobs the labor cost will massively increase therefore the price for these services will do too which will affect all of us there are a lot of things that are not just black and white but there is more to it and unfortunaly trump is running on the missinformation of the least educated people of this country thanks for the great video,154,40,"[6.996181488037109, 11.310456275939941, -0.8556444644927979, 12.618972778320312, 6.985103130340576]",Immigration
HyzGkEV3p2g,NewYorkTimes,1696,7899,11/4/24 21:06,FALSE,the first woman president which i cheer for conceptually should not be grossly incompetent,14,11,"[5.882012367248535, 9.6402006149292, -0.9753523468971252, 11.583735466003418, 8.678577423095703]",Democracy
HyzGkEV3p2g,NewYorkTimes,2646,4012,11/4/24 21:03,FALSE,harris wants people to rely on the government but if they do the government wont have money to steal to pay those that rely on government it will be a vicious circle and the system will implode trump does not harass the people he harasses corrupt politicians and the biased press he is a much needed diet for america in fact why dont the immoral democrats just pretend trump is a woman like they do with those other guys winwin,80,37,"[6.284915447235107, 10.280871391296387, -1.7685333490371704, 12.63290786743164, 8.952251434326172]",Democracy
HyzGkEV3p2g,NewYorkTimes,5818,3139,11/4/24 20:59,FALSE,dems are deporting more than trump did but theyre not talking too much about it so the perception is like the dems favor open border,25,75,"[6.821413993835449, 11.243454933166504, -1.5813610553741455, 13.174345016479492, 7.335002899169922]",Immigration
HyzGkEV3p2g,NewYorkTimes,6293,4161,11/4/24 20:56,FALSE,hello joe and kamala tried the best but donnieyou cancelled the non partisan billwatch thisvote blue wtf is kamala going to do at the border she planned things behind the scenevote blue,32,11,"[5.888556957244873, 9.41739273071289, -1.2443374395370483, 11.91481876373291, 8.43088436126709]",Democracy
HyzGkEV3p2g,NewYorkTimes,2599,8497,11/4/24 20:56,FALSE,this is actually brilliant i knew about some of this and the big drop in migrants but how they did it was smart people need to know about this open borders arent a thing and never have been,38,80,"[6.954980850219727, 11.544151306152344, -0.8709458112716675, 13.284785270690918, 6.866090297698975]",Immigration
HyzGkEV3p2g,NewYorkTimes,4727,8699,11/4/24 20:33,FALSE,this was a really good really important video showing some peoples tiktok videos also helps dispel the hatebased myth that illegal immigrants are categorically sinister or dangerous it wouldve been great to include the data that tells us that illegal immigrants are less likely than natural born citizens to commit violent crime,52,25,"[6.243828296661377, 11.155829429626465, -1.4876960515975952, 12.161974906921387, 7.096144676208496]",Immigration
HyzGkEV3p2g,NewYorkTimes,3438,4741,11/4/24 20:32,FALSE,i watched a documentary that showed a woman intent on commiting crime in the usa who crossed the mexico border she and her baby were welcomed and given airline tickets snap food stamps and 3500 a month under biden harris she admitted she was shocked my poor dad who passed away three years ago sometimes ate tortillas with mustard because his social security was not enough 900 a month is not enough for food rent and utilities trump for president he will be eliminating income tax nationwide will also eliminate taxation of our social security,95,40,"[6.786933422088623, 11.223010063171387, -0.9696407914161682, 12.404280662536621, 7.038928031921387]",Immigration
HyzGkEV3p2g,NewYorkTimes,4555,5627,11/4/24 20:29,FALSE,kamala wont even be on the ballot if it wasnt for biden she is not qualified and will not change the current proisrael genocidal regime she is afraid to lose aipac money so she is ignoring muslims we need a change we vote for peace we vote for jill stein,50,11,"[5.96140718460083, 9.224356651306152, -1.0762348175048828, 11.94107723236084, 8.691492080688477]",Democracy
HyzGkEV3p2g,NewYorkTimes,3464,3945,11/4/24 20:27,FALSE,guys there is no crisis or invasion at the southern border stop with this racist crap,16,75,"[6.906648635864258, 11.535053253173828, -1.1091418266296387, 13.66174030303955, 7.37089204788208]",Immigration
HyzGkEV3p2g,NewYorkTimes,7027,9086,11/4/24 20:25,FALSE,us is finished if she won if you wondering where was this story until now then i tell you that they just fabricated it with fake real videos you are so gullible you are flat earthers of politics,38,11,"[6.064470291137695, 9.747305870056152, -1.2020927667617798, 11.377750396728516, 8.72489070892334]",Democracy
HyzGkEV3p2g,NewYorkTimes,3464,8168,11/4/24 20:28,TRUE,there is no invasion,4,75,"[6.99282693862915, 11.526193618774414, -0.9890263676643372, 13.75834846496582, 7.336119651794434]",Immigration
HyzGkEV3p2g,NewYorkTimes,76,7837,11/4/24 19:42,FALSE,the boarder will not cause vp harris the election abortion rights will cost trump though,15,37,"[6.4320387840271, 10.22920036315918, -1.6526885032653809, 12.748556137084961, 9.015872955322266]",Democracy
HyzGkEV3p2g,NewYorkTimes,2304,8239,11/4/24 19:42,FALSE,they are not crossing the border because they think trump will win and kick them out so they are spreading propaganda to help harris win the election simple,28,67,"[6.617826461791992, 11.395962715148926, -1.4669091701507568, 13.096182823181152, 7.146446704864502]",Immigration
HyzGkEV3p2g,NewYorkTimes,3464,7708,11/4/24 20:30,TRUE,thats ridiculous also there is no illegal immigration problem,9,80,"[7.30505895614624, 11.748163223266602, -0.6401530504226685, 13.385930061340332, 6.913255214691162]",Immigration
HyzGkEV3p2g,NewYorkTimes,2073,158,11/4/24 19:41,FALSE,18 million aliens later trump her in 24,8,4,"[7.791245460510254, 10.816113471984863, -0.571112871170044, 11.286372184753418, 7.732361793518066]",Immigration
HyzGkEV3p2g,NewYorkTimes,3464,5027,11/4/24 20:31,TRUE,immigrants are not a problem,5,80,"[7.391202449798584, 11.806361198425293, -0.5561466813087463, 13.525019645690918, 6.888973712921143]",Immigration
HyzGkEV3p2g,NewYorkTimes,2304,8252,11/4/24 19:40,FALSE,they built invisible border wall inside california and ny what a joke,12,75,"[6.957582473754883, 11.178424835205078, -0.9911330938339233, 13.725778579711914, 7.005452632904053]",Immigration
HyzGkEV3p2g,NewYorkTimes,1484,10784,11/4/24 19:29,FALSE,messaging matters omg,3,43,"[6.7826433181762695, 11.41750431060791, -1.8471895456314087, 12.36595344543457, 10.32586669921875]",Democracy
HyzGkEV3p2g,NewYorkTimes,7231,6535,11/4/24 19:24,FALSE,oh they werent inept by any meansthey got exactly what they set out fora whole bunch of new democrat voters,20,43,"[7.095692157745361, 11.09571361541748, -1.3547184467315674, 12.131604194641113, 10.160553932189941]",Democracy
HyzGkEV3p2g,NewYorkTimes,1698,149,11/4/24 19:02,FALSE,15 million people have come to the border under this administration how is that not weak,16,80,"[6.984833717346191, 11.676253318786621, -1.1804425716400146, 13.10327434539795, 7.058779239654541]",Immigration
HyzGkEV3p2g,NewYorkTimes,3464,7079,11/4/24 20:32,TRUE,shut up about the border its a non issue,9,75,"[7.0169830322265625, 11.601996421813965, -1.0236656665802002, 13.753430366516113, 7.137279510498047]",Immigration
HyzGkEV3p2g,NewYorkTimes,3464,4996,11/4/24 20:32,TRUE,ikr there is no problem with immigration,7,80,"[7.345671653747559, 11.809028625488281, -0.4429257810115814, 13.467452049255371, 6.856838226318359]",Immigration
HyzGkEV3p2g,NewYorkTimes,1529,2716,11/4/24 18:51,FALSE,biden starts to seal the border to win the election and will turn down restrictions after victory,17,69,"[6.012153625488281, 11.16176986694336, -1.4124295711517334, 13.319329261779785, 7.5574188232421875]",Immigration
HyzGkEV3p2g,NewYorkTimes,2844,6324,11/5/24 1:43,TRUE,no one ever said democrats are smart,7,42,"[7.078800678253174, 11.297785758972168, -0.6804646849632263, 11.986675262451172, 10.550300598144531]",Democracy
HyzGkEV3p2g,NewYorkTimes,5768,8545,11/4/24 18:33,FALSE,this is really in dept ive always loved kamala harris,10,11,"[5.832960605621338, 9.344491004943848, -1.3540107011795044, 12.011102676391602, 8.61865234375]",Democracy
